name,Nombre_liga,Equipo,Pais,Edad,Posicion,Altura,Peso,Partidos_completos,Medio_tiempo,Minutos,T_Goles,T_Asistencias,T_Amarillas,T_Rojas,PP_Tiros,%_PasesBuenos,JdP,PP_Aire,rating,PP_Entradas,PP_Intercepciones,PP_Faltas,PP_FueraJuegoGanados,PP_Despejes,PP_Regateado,outfielderBlockPerGame,T_GolesPropia,shotsPerGame_y,PP_PasesClave,PP_Regateo,PP_FaltaRecibida,PP_FueraJuegoPerdido,PP_BalonPerdido,PP_MalControl,PP_Pases,passSuccess_y,PP_PaseCentro,PP_PaseLargo,PP_PaseProfundidad
Javi García,LaLiga,Real Betis,es,32,Defender,187,82,4,3,360,0,0,2,0,0.4,83.3,0,2.9,6.3,0.3,0.6,0.4,0.0,2.0,0.1,0.0,1,0.4,0.0,0.1,0.7,0.0,0.4,0.6,26.6,83.3,0.0,1.0,0.0
Diego Lainez,LaLiga,Real Betis,mx,19,Midfielder,168,58,1,6,136,0,0,0,0,0.4,73.5,0,0.1,6.15,0.4,0.0,0.6,0.0,0.1,0.1,0.0,0,0.4,0.0,0.6,1.0,0.0,0.7,0.6,4.9,73.5,0.0,0.0,0.0
Ismael Gutiérrez,LaLiga,Real Betis,,19,Midfielder,176,74,1,2,84,0,0,1,0,0.0,80.6,0,0.0,6.12,0.7,0.7,0.3,0.0,0.3,0.3,0.3,0,0.0,0.0,0.0,0.3,0.0,0.7,0.7,10.3,80.6,0.0,0.3,0.0
Wilfrid Kaptoum,LaLiga,Real Betis,cm,23,Defender,174,72,1,3,102,0,0,1,0,0.5,76.1,0,0.0,6.11,1.3,0.3,0.3,0.0,0.5,0.0,0.3,0,0.5,0.3,0.3,0.5,0.0,1.3,0.8,11.5,76.1,0.0,0.3,0.0
Cristian Tello,LaLiga,Real Betis,es,28,Midfielder,178,65,3,5,313,0,0,0,0,1.0,79.2,0,0.0,6.07,0.3,0.0,0.4,0.0,0.0,0.1,0.0,0,1.0,0.4,0.5,0.3,0.0,0.0,1.0,16.3,79.2,0.1,0.5,0.0
Juanmi,LaLiga,Real Betis,es,26,Attacker,172,69,1,1,75,0,0,0,0,1.5,80.0,0,0.5,6.02,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0,1.5,0.0,0.0,0.0,0.0,0.0,2.5,2.5,80.0,0.0,0.0,0.0
Dani Martín,LaLiga,Real Betis,,21,GoalKeeper,187,76,1,1,170,0,0,0,0,0.0,64.6,0,0.5,5.92,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,64.6,0.0,5.0,0.0
Raul García,LaLiga,Real Betis,es,19,Forward,192,70,0,2,13,0,0,0,0,0.0,60.0,0,0.5,5.89,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.5,60.0,0.0,0.0,0.0
Gerard Moreno,LaLiga,Villarreal,es,27,Attacker,180,77,15,1,1330,8,2,1,0,3.1,75.3,3,1.6,7.42,0.7,0.4,1.3,0.1,1.7,1.2,0.1,0,3.1,1.9,1.8,1.4,0.4,1.5,2.4,29.8,75.3,0.3,2.3,0.3
Santi Cazorla,LaLiga,Villarreal,es,35,Midfielder,168,65,13,1,1106,5,4,1,0,2.1,86.1,1,0.4,7.38,1.9,0.4,0.9,0.0,0.2,1.5,0.1,0,2.1,2.7,1.6,1.1,0.1,1.3,1.8,45.8,86.1,1.6,4.1,0.1
André-Frank Zambo Anguissa,LaLiga,Villarreal,cm,24,Defender,184,78,14,1,1224,1,0,4,0,1.0,86.1,3,2.8,7.29,2.7,1.5,1.3,0.0,1.1,1.3,0.2,0,1.0,0.6,2.8,1.1,0.0,1.5,2.5,46.9,86.1,0.0,2.4,0.0
Vicente Iborra,LaLiga,Villarreal,es,31,Midfielder,190,80,15,0,1229,0,1,5,0,0.8,86.0,0,2.8,6.96,2.3,1.3,1.5,0.1,2.0,1.3,0.7,0,0.8,0.4,0.5,1.4,0.0,0.2,0.7,43.8,86.0,0.0,4.3,0.1
Moi Gómez,LaLiga,Villarreal,es,25,Midfielder,176,71,12,3,983,2,2,1,0,0.9,83.0,1,0.6,6.86,1.4,0.6,0.7,0.1,0.3,0.4,0.0,0,0.9,1.1,0.9,0.9,0.4,0.7,1.0,28.6,83.0,0.7,2.0,0.0
Samuel Chukwueze,LaLiga,Villarreal,ng,20,Attacker,172,70,8,7,878,3,1,0,0,1.7,72.6,0,0.4,6.85,0.9,0.1,0.3,0.0,0.5,0.4,0.1,0,1.7,1.3,1.9,1.0,0.1,0.7,1.7,20.7,72.6,0.1,1.1,0.1
Alberto Moreno,LaLiga,Villarreal,es,27,Defender,171,65,3,0,270,0,0,0,0,1.0,81.4,0,0.3,6.83,2.3,1.3,0.3,0.0,1.3,0.7,0.7,0,1.0,1.7,0.3,0.3,0.0,1.7,1.7,43.0,81.4,0.0,1.3,0.0
Sergio Asenjo,LaLiga,Villarreal,es,30,GoalKeeper,189,87,13,0,1170,0,0,1,0,0.0,72.5,0,0.2,6.79,0.0,0.0,0.2,0.0,0.8,0.2,0.0,0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,24.1,72.5,0.0,4.7,0.0
Karl Toko Ekambi,LaLiga,Villarreal,cm,27,Attacker,185,74,11,5,961,5,2,0,0,2.2,78.7,1,0.6,6.74,0.3,0.2,0.4,0.0,0.1,0.2,0.0,0,2.2,0.6,1.3,0.4,0.4,0.8,1.8,13.5,78.7,0.1,0.3,0.0
Raúl Albiol,LaLiga,Villarreal,es,34,Defender,187,74,15,0,1348,0,0,6,0,0.6,84.7,0,1.9,6.73,1.2,1.1,1.0,0.9,5.3,0.3,0.8,0,0.6,0.2,0.1,0.5,0.1,0.0,0.3,54.5,84.7,0.1,6.2,0.1
Pau Torres,LaLiga,Villarreal,es,22,Defender,191,80,16,0,1440,1,1,2,0,0.3,84.5,0,1.5,6.68,1.1,0.6,0.9,0.4,4.5,0.1,0.8,0,0.3,0.4,0.1,0.2,0.0,0.3,0.4,61.1,84.5,0.0,6.5,0.1
Mario Gaspar,LaLiga,Villarreal,es,29,Defender,182,74,8,0,711,0,0,1,0,1.0,73.9,0,2.0,6.62,1.5,1.3,0.9,0.5,2.3,0.8,0.3,0,1.0,0.9,0.4,0.6,0.0,0.3,0.6,42.6,73.9,0.4,1.8,0.0
Xavi Quintillá,LaLiga,Villarreal,es,23,Defender,183,70,12,0,1077,0,2,4,0,0.2,86.1,0,0.4,6.59,1.5,0.5,1.7,0.4,1.9,0.6,0.3,0,0.2,1.3,0.2,0.6,0.0,0.1,0.5,47.5,86.1,0.7,1.3,0.0
Rubén Peña,LaLiga,Villarreal,es,28,Defender,170,65,9,1,837,0,1,1,0,0.3,82.2,1,0.4,6.57,1.7,1.2,1.7,0.4,2.2,1.6,0.2,1,0.3,0.8,0.8,0.5,0.0,0.7,1.5,44.9,82.2,0.6,3.3,0.0
Javier Ontiveros,LaLiga,Villarreal,es,22,Attacker,170,75,2,13,297,2,1,1,0,1.7,79.7,0,0.1,6.54,0.8,0.1,0.7,0.0,0.1,0.9,0.0,0,1.7,0.2,1.1,0.5,0.0,0.6,0.7,11.8,79.7,0.1,0.5,0.0
Manuel Morlanes,LaLiga,Villarreal,es,20,Midfielder,178,75,1,1,90,0,0,0,0,0.0,92.9,0,0.5,6.52,1.5,0.5,0.5,0.0,0.5,2.0,0.5,0,0.0,1.5,1.0,0.0,0.0,0.0,0.5,42.0,92.9,0.0,1.0,0.0
Manu Trigueros,LaLiga,Villarreal,es,28,Midfielder,178,75,3,6,290,0,1,1,0,0.4,86.2,0,0.3,6.46,0.8,0.1,0.6,0.0,0.3,0.6,0.2,0,0.4,1.4,0.1,0.8,0.0,0.3,0.4,20.9,86.2,0.4,1.2,0.0
Andrés Fernández,LaLiga,Villarreal,es,32,GoalKeeper,187,82,3,0,270,0,0,1,0,0.0,69.0,0,1.0,6.31,0.0,0.0,0.3,0.0,1.3,0.0,0.0,0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,29.0,69.0,0.0,5.3,0.0
Carlos Bacca,LaLiga,Villarreal,co,33,Forward,181,77,2,8,241,0,0,1,0,0.6,68.8,0,0.6,6.09,0.3,0.0,0.5,0.0,0.1,0.0,0.0,0,0.6,0.1,0.2,0.0,0.3,0.0,0.8,4.8,68.8,0.0,0.0,0.0
Ramiro Funes Mori,LaLiga,Villarreal,ar,28,Defender,186,79,1,1,91,0,0,1,0,0.5,88.5,0,0.5,5.95,0.5,1.0,0.5,0.0,0.5,0.0,0.0,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,39.0,88.5,0.0,3.5,0.0
Guillermo Maripán,LaLiga,Deportivo Alaves,cl,25,Defender,193,84,1,0,90,0,0,0,0,0.0,75.0,0,5.0,7.54,1.0,2.0,0.0,1.0,9.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,75.0,0.0,1.0,0.0
Joselu,LaLiga,Deportivo Alaves,es,29,Forward,192,80,14,2,1268,7,0,3,0,2.5,52.3,5,8.1,7.31,1.0,0.4,1.7,0.1,1.6,0.7,0.1,0,2.5,0.4,0.3,1.5,0.3,1.2,2.9,26.3,52.3,0.1,0.9,0.0
Rodrigo Ely,LaLiga,Deportivo Alaves,br,26,Defender,188,83,11,0,956,0,0,2,0,0.2,77.4,0,3.7,6.88,1.0,1.8,1.2,0.5,5.3,0.6,0.7,0,0.2,0.0,0.2,0.5,0.1,0.1,0.3,43.0,77.4,0.0,4.3,0.0
Tomás Pina,LaLiga,Deportivo Alaves,es,32,Midfielder,184,78,12,1,899,1,0,3,0,0.1,82.1,0,1.8,6.84,2.2,0.9,1.8,0.1,2.0,0.6,0.2,0,0.1,0.2,0.5,0.9,0.0,0.3,0.5,25.8,82.1,0.0,0.9,0.0
Ximo Navarro,LaLiga,Deportivo Alaves,es,29,Defender,176,75,8,0,703,0,0,3,0,0.1,77.0,0,2.1,6.78,1.4,2.1,1.0,0.6,4.0,0.3,0.4,0,0.1,0.1,0.8,0.8,0.0,0.5,1.9,37.5,77.0,0.0,2.0,0.0
Lucas Pérez,LaLiga,Deportivo Alaves,es,31,Attacker,180,82,13,4,1176,8,2,2,0,1.4,70.1,1,0.3,6.76,0.5,0.1,0.8,0.0,0.0,0.2,0.1,0,1.4,1.5,0.5,0.4,0.8,1.5,1.5,15.8,70.1,1.0,0.4,0.2
Aleix Vidal,LaLiga,Deportivo Alaves,es,30,Defender,177,70,15,2,1327,0,3,3,0,0.8,76.4,0,0.5,6.71,0.6,1.1,0.7,0.0,0.4,1.3,0.1,0,0.8,1.6,0.8,1.5,0.1,0.7,1.9,26.9,76.4,1.6,1.3,0.0
Mubarak Wakaso,LaLiga,Deportivo Alaves,gh,29,Midfielder,171,72,13,1,1134,0,0,8,1,0.9,75.5,0,1.2,6.68,3.4,1.1,2.5,0.0,1.1,1.0,0.4,0,0.9,0.4,1.5,1.6,0.0,0.8,1.3,29.8,75.5,0.1,4.0,0.0
Martín Aguirregabiria,LaLiga,Deportivo Alaves,es,23,Defender,178,69,13,1,1171,0,1,0,0,0.1,70.0,0,1.1,6.66,2.6,0.4,1.4,0.3,1.6,1.2,0.3,0,0.1,0.5,0.9,0.9,0.1,0.6,1.0,31.4,70.0,0.5,0.9,0.0
Rubén Duarte,LaLiga,Deportivo Alaves,es,24,Defender,180,75,15,0,1350,0,0,5,0,0.8,70.9,0,1.5,6.62,1.9,1.4,1.5,0.3,2.3,1.0,0.3,0,0.8,0.5,0.1,1.1,0.0,0.5,0.5,32.9,70.9,0.4,2.1,0.0
Fernando Pacheco,LaLiga,Deportivo Alaves,es,27,GoalKeeper,186,81,14,0,1260,0,0,0,0,0.0,58.1,0,0.2,6.6,0.1,0.0,0.0,0.0,0.6,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.4,58.1,0.0,10.9,0.0
Víctor Laguardia,LaLiga,Deportivo Alaves,es,30,Defender,185,80,12,0,1080,1,1,5,1,0.4,72.0,0,1.9,6.48,0.6,1.3,1.5,0.7,4.4,0.6,0.8,0,0.4,0.3,0.2,0.4,0.1,0.1,0.2,38.3,72.0,0.0,4.5,0.0
Adrián Marín,LaLiga,Deportivo Alaves,es,22,Defender,181,73,4,0,338,0,0,0,0,0.3,73.4,0,1.3,6.41,2.5,1.8,2.5,0.5,2.8,0.5,1.0,0,0.3,0.0,0.5,0.3,0.0,0.5,1.3,27.3,73.4,0.0,0.0,0.0
Luis Rioja,LaLiga,Deportivo Alaves,es,26,Midfielder,175,68,11,2,847,0,0,1,0,0.3,71.7,0,0.4,6.41,0.5,0.7,0.8,0.0,0.2,0.5,0.0,0,0.3,0.8,0.9,0.6,0.0,0.6,0.8,13.8,71.7,0.7,0.2,0.0
Oliver Burke,LaLiga,Deportivo Alaves,gb,22,Attacker,188,74,4,9,563,0,1,1,0,0.7,69.1,0,1.4,6.39,0.5,0.4,0.7,0.0,0.2,0.5,0.0,0,0.7,0.1,1.2,0.5,0.0,0.8,0.6,12.5,69.1,0.0,0.2,0.0
Lisandro Magallán,LaLiga,Deportivo Alaves,ar,26,Defender,182,79,5,2,453,1,0,3,0,0.6,78.8,1,2.1,6.33,1.1,0.4,1.0,0.7,2.7,0.3,0.7,0,0.6,0.0,0.1,0.3,0.0,0.0,0.6,26.3,78.8,0.0,2.6,0.0
Manu García,LaLiga,Deportivo Alaves,es,33,Defender,182,74,12,3,1017,0,0,6,1,0.8,71.8,0,3.3,6.3,1.3,0.5,2.3,0.0,1.1,1.5,0.6,0,0.8,0.0,0.3,1.4,0.2,0.9,0.9,25.7,71.8,0.0,1.1,0.0
Pere Pons,LaLiga,Deportivo Alaves,es,26,Defender,177,70,4,11,545,0,1,0,0,0.2,74.2,0,0.6,6.21,1.1,0.2,0.8,0.0,0.3,0.5,0.1,0,0.2,0.4,0.0,0.4,0.0,0.2,1.3,15.0,74.2,0.2,0.6,0.1
Borja Sainz,LaLiga,Deportivo Alaves,es,18,Midfielder,174,0,2,6,254,0,0,1,0,0.6,75.0,0,0.3,6.2,1.1,0.1,0.9,0.0,0.0,0.5,0.0,0,0.6,0.5,0.9,0.4,0.1,1.1,1.6,4.5,75.0,0.1,0.1,0.0
Tachi,LaLiga,Deportivo Alaves,es,22,Defender,184,72,0,2,10,0,0,0,0,0.0,66.7,0,0.0,6.17,0.0,1.0,0.5,0.0,0.5,0.5,0.5,0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.5,66.7,0.0,0.5,0.0
John Guidetti,LaLiga,Deportivo Alaves,se,27,Forward,185,80,1,4,95,0,0,0,0,0.4,62.5,0,0.2,6.12,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0,0.4,0.2,0.6,0.2,0.0,0.4,0.2,6.4,62.5,0.0,0.0,0.0
Antonio Sivera,LaLiga,Deportivo Alaves,es,23,GoalKeeper,184,75,3,0,270,0,0,1,0,0.0,55.4,0,0.7,6.06,0.0,0.0,0.3,0.0,1.3,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.7,55.4,0.0,10.0,0.0
Burgui,LaLiga,Deportivo Alaves,es,26,Attacker,184,75,0,1,4,0,0,0,0,0.0,0.0,0,0.0,6.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nacho,LaLiga,Real Valladolid,es,30,Defender,174,63,13,0,1088,0,1,2,0,0.4,69.9,0,0.6,6.82,2.5,1.2,1.4,0.0,2.8,1.6,0.5,0,0.4,1.1,0.5,0.5,0.2,0.4,0.8,37.6,69.9,0.4,2.5,0.0
Joaquín Fernández,LaLiga,Real Valladolid,es,23,Defender,190,72,7,1,652,1,0,6,0,0.4,78.8,1,2.9,6.79,2.1,1.1,1.9,0.0,2.4,1.1,0.1,0,0.4,0.3,0.4,0.4,0.3,0.4,0.4,36.5,78.8,0.0,2.5,0.0
Mohammed Salisu,LaLiga,Real Valladolid,bj,20,Defender,191,82,16,1,1466,1,0,2,0,0.2,80.7,1,2.9,6.79,1.2,1.1,0.8,0.5,4.9,0.5,0.9,0,0.2,0.0,0.4,0.5,0.1,0.2,0.5,36.6,80.7,0.0,2.1,0.0
Kiko Olivas,LaLiga,Real Valladolid,es,31,Defender,184,76,17,0,1530,1,0,1,0,0.2,88.7,1,1.2,6.75,1.1,1.9,0.4,0.3,3.6,0.6,0.6,0,0.2,0.1,0.4,1.0,0.1,0.2,0.4,36.4,88.7,0.0,2.4,0.0
Óscar Plano,LaLiga,Real Valladolid,es,28,Attacker,180,72,16,1,1406,3,2,2,0,1.5,73.0,1,1.2,6.73,0.8,1.2,1.6,0.0,0.6,1.2,0.1,0,1.5,0.8,0.5,1.7,0.1,0.9,1.5,23.1,73.0,0.3,1.1,0.1
Míchel,LaLiga,Real Valladolid,es,31,Midfielder,182,68,16,0,1315,1,1,4,0,0.4,82.2,0,0.4,6.68,1.9,1.5,1.5,0.0,1.6,2.1,0.2,0,0.4,0.9,0.6,0.5,0.1,0.9,1.2,52.6,82.2,0.7,6.6,0.0
Javi Moyano,LaLiga,Real Valladolid,es,33,Defender,180,71,12,0,1002,0,0,2,0,0.1,72.0,0,1.2,6.63,0.5,0.8,0.8,0.3,2.2,0.5,0.2,0,0.1,0.7,0.8,0.9,0.0,0.4,0.5,29.5,72.0,0.5,0.9,0.0
Toni Villa,LaLiga,Real Valladolid,es,24,Attacker,172,63,8,2,622,0,1,2,0,0.6,73.4,1,0.4,6.61,1.5,0.5,0.7,0.0,0.1,1.4,0.1,0,0.6,0.5,1.7,1.6,0.2,1.4,2.2,17.7,73.4,0.2,0.9,0.0
Fede San Emeterio,LaLiga,Real Valladolid,es,22,Midfielder,174,68,7,0,624,0,0,1,0,0.0,87.9,0,1.4,6.59,1.3,1.6,1.4,0.1,1.0,0.9,0.4,0,0.0,0.1,0.3,1.6,0.0,0.4,0.6,37.7,87.9,0.0,3.3,0.0
Rubén Alcaraz,LaLiga,Real Valladolid,es,28,Defender,183,81,4,4,450,0,1,5,0,1.1,80.7,0,1.0,6.56,2.6,0.6,1.0,0.0,0.6,0.8,0.5,0,1.1,0.8,0.5,2.3,0.0,0.3,0.6,30.4,80.7,0.3,3.4,0.0
Enes Ünal,LaLiga,Real Valladolid,tr,22,Forward,187,78,7,7,825,1,1,1,0,1.2,65.0,0,2.5,6.54,0.3,0.1,1.1,0.0,0.2,0.6,0.1,0,1.2,0.6,0.9,1.9,0.3,1.2,1.9,15.5,65.0,0.1,0.5,0.1
Sandro Ramírez,LaLiga,Real Valladolid,es,24,Attacker,175,71,9,3,688,1,0,2,0,1.7,72.2,0,0.6,6.49,0.8,0.3,1.0,0.0,0.0,0.8,0.1,0,1.7,0.5,0.8,1.8,0.3,0.8,2.0,12.6,72.2,0.3,0.5,0.1
Jordi Masip,LaLiga,Real Valladolid,es,30,GoalKeeper,180,76,17,0,1530,0,0,2,0,0.0,48.8,1,0.1,6.48,0.1,0.0,0.0,0.0,0.3,0.1,0.0,0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,28.1,48.8,0.0,8.8,0.0
Sergi Guardiola,LaLiga,Real Valladolid,es,28,Forward,184,78,17,0,1441,3,0,3,0,1.8,68.4,1,1.3,6.47,0.3,0.3,1.6,0.0,0.4,0.6,0.0,0,1.8,0.4,1.2,1.8,0.5,1.2,2.8,19.4,68.4,0.0,0.6,0.1
Pablo Hervías,LaLiga,Real Valladolid,es,26,Midfielder,174,67,3,5,306,1,0,0,0,1.4,80.4,0,0.6,6.47,0.3,0.1,0.4,0.0,0.0,0.5,0.0,0,1.4,0.5,1.0,0.9,0.1,0.9,0.3,12.8,80.4,0.4,0.1,0.0
Federico Barba,LaLiga,Real Valladolid,it,26,Defender,185,77,5,0,450,0,0,3,0,0.2,65.1,0,1.4,6.34,2.4,1.6,1.6,0.2,2.0,0.4,0.4,0,0.2,0.2,0.4,1.0,0.0,0.0,1.6,35.0,65.1,0.2,1.2,0.0
Waldo Rubio,LaLiga,Real Valladolid,es,24,Midfielder,181,80,4,6,425,0,1,3,0,0.9,62.7,0,0.3,6.25,0.3,0.3,0.7,0.0,0.4,1.3,0.0,0,0.9,0.7,1.0,0.3,0.2,0.6,0.8,13.4,62.7,0.2,0.6,0.0
Pedro Porro,LaLiga,Real Valladolid,es,20,Defender,176,71,6,5,630,0,0,1,0,0.0,65.4,0,0.5,6.25,1.4,0.5,0.3,0.1,1.3,0.7,0.0,0,0.0,0.4,0.9,0.8,0.0,0.6,1.0,19.2,65.4,0.4,1.7,0.0
Jorge De Frutos,LaLiga,Real Valladolid,es,22,Forward,173,72,0,3,56,0,0,0,0,0.3,86.7,0,0.0,6.17,0.7,0.0,0.7,0.0,0.0,0.3,0.0,0,0.3,0.3,0.3,0.0,0.0,1.3,1.0,5.0,86.7,0.3,0.0,0.0
Antoñito,LaLiga,Real Valladolid,es,31,Defender,175,67,2,2,159,0,0,1,0,0.0,75.0,0,0.3,6.17,0.0,0.8,0.5,0.0,0.0,0.5,0.0,0,0.0,0.5,0.0,0.8,0.3,0.3,0.5,9.0,75.0,0.0,0.0,0.3
Anuar Mohamed,LaLiga,Real Valladolid,es,24,Attacker,173,69,1,9,170,0,0,1,0,0.1,86.0,0,0.3,6.1,0.4,0.5,0.3,0.0,0.0,0.3,0.3,0,0.1,0.0,0.1,0.5,0.0,0.2,0.4,10.0,86.0,0.0,0.2,0.0
Miguel De la Fuente,LaLiga,Real Valladolid,,20,Forward,180,77,0,1,1,0,0,0,0,0.0,0.0,0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Fabián Orellana,LaLiga,Eibar,cl,33,Attacker,170,64,16,0,1371,4,4,5,1,1.7,76.2,2,0.7,6.98,1.2,0.6,0.8,0.0,0.1,1.4,0.0,0,1.7,2.1,2.6,1.8,0.3,3.9,3.0,31.2,76.2,1.8,1.2,0.1
Esteban Burgos,LaLiga,Eibar,ar,27,Defender,190,80,0,1,69,0,0,0,0,0.0,63.2,0,5.0,6.77,0.0,1.0,0.0,2.0,4.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,19.0,63.2,0.0,1.0,0.0
Cote,LaLiga,Eibar,es,30,Defender,182,74,11,0,937,1,1,1,0,1.0,71.2,2,1.3,6.77,1.8,1.1,0.7,0.2,1.8,0.5,0.4,0,1.0,1.4,0.4,0.5,0.0,0.4,1.0,39.1,71.2,2.0,2.9,0.0
Gonzalo Escalante,LaLiga,Eibar,ar,26,Defender,182,76,12,3,1117,0,0,2,1,0.8,71.1,0,3.4,6.67,2.3,1.3,1.1,0.0,0.7,0.9,0.1,0,0.8,0.4,0.7,1.4,0.1,0.5,0.9,29.1,71.1,0.1,1.4,0.0
Álvaro Tejero,LaLiga,Eibar,es,23,Defender,174,69,7,2,676,0,0,3,0,0.1,74.3,1,1.1,6.66,1.8,1.2,1.0,0.7,1.0,0.4,0.4,0,0.1,1.0,0.1,1.2,0.1,0.1,0.9,29.8,74.3,1.4,2.4,0.0
Anaitz Arbilla,LaLiga,Eibar,es,32,Defender,178,76,14,0,1257,1,0,5,0,0.8,75.4,0,2.7,6.66,0.9,1.3,1.0,1.2,3.8,0.9,0.1,0,0.8,0.2,0.5,0.5,0.0,0.2,0.6,47.6,75.4,0.1,7.0,0.0
Paulo Oliveira,LaLiga,Eibar,pt,27,Defender,187,81,13,2,1231,1,0,4,0,0.5,69.0,0,2.9,6.63,1.3,1.4,0.5,0.7,3.3,0.3,0.6,1,0.5,0.1,0.1,0.5,0.0,0.0,0.2,32.7,69.0,0.1,3.9,0.0
Edu Expósito,LaLiga,Eibar,es,23,Defender,178,68,8,8,836,1,0,3,0,0.5,88.9,1,0.6,6.56,1.1,0.9,0.6,0.1,0.6,0.6,0.1,0,0.5,0.5,0.6,0.4,0.0,0.4,0.6,20.2,88.9,0.1,1.6,0.1
Pape Diop,LaLiga,Eibar,sn,33,Midfielder,180,77,14,0,1218,1,0,5,0,1.1,74.6,0,2.6,6.52,1.0,1.1,2.0,0.0,1.1,1.1,0.1,0,1.1,0.6,0.1,1.3,0.0,0.6,1.0,31.5,74.6,0.1,2.4,0.1
Pablo De Blasis,LaLiga,Eibar,ar,31,Defender,165,65,9,4,880,0,2,0,0,0.3,69.4,0,0.5,6.51,1.9,1.2,0.8,0.2,0.7,1.6,0.0,0,0.3,0.5,0.7,0.5,0.0,0.3,0.8,32.5,69.4,0.9,3.4,0.0
Kike García,LaLiga,Eibar,es,30,Forward,186,79,10,4,960,2,0,2,0,2.3,64.9,0,4.5,6.5,0.5,0.1,2.2,0.0,0.4,0.4,0.0,0,2.3,0.6,0.2,0.9,0.4,1.6,2.5,20.1,64.9,0.1,0.3,0.0
Takashi Inui,LaLiga,Eibar,jp,31,Attacker,169,59,11,1,917,0,2,2,0,1.7,81.9,1,0.4,6.48,1.1,0.8,1.4,0.0,0.5,1.1,0.3,0,1.7,0.9,0.8,0.8,0.3,1.3,2.1,19.8,81.9,0.2,0.3,0.0
Pedro León,LaLiga,Eibar,es,33,Midfielder,183,70,10,5,858,1,0,1,0,1.1,64.3,0,0.7,6.4,0.8,0.4,0.5,0.0,0.3,0.2,0.0,0,1.1,1.2,0.4,0.4,0.2,1.1,1.6,16.1,64.3,1.3,0.5,0.0
Rober Correa,LaLiga,Eibar,es,27,Defender,180,71,3,1,257,0,0,0,0,0.3,70.5,0,2.3,6.39,1.3,0.0,0.8,1.5,2.3,0.3,0.3,0,0.3,0.0,0.0,1.0,0.0,0.0,0.5,26.3,70.5,0.3,1.3,0.0
Marko Dmitrovic,LaLiga,Eibar,rs,27,GoalKeeper,194,94,17,0,1530,0,0,3,0,0.0,44.4,0,0.4,6.33,0.1,0.1,0.1,0.0,0.8,0.1,0.0,0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,27.7,44.4,0.0,8.5,0.0
Iván Ramis,LaLiga,Eibar,es,35,Defender,188,82,6,1,459,1,0,1,0,0.6,78.4,1,3.0,6.32,0.4,0.6,0.6,1.1,3.3,0.4,0.0,0,0.6,0.1,0.4,0.7,0.0,0.1,0.4,31.7,78.4,0.0,2.7,0.0
Pedro Bigas,LaLiga,Eibar,es,29,Defender,181,83,4,1,256,0,0,1,0,0.2,68.6,0,1.4,6.32,1.2,0.8,0.0,0.4,1.4,0.6,0.2,0,0.2,0.4,0.0,0.4,0.0,0.0,0.4,20.4,68.6,0.4,3.0,0.0
Quique González,LaLiga,Eibar,es,29,Forward,177,78,3,4,317,0,0,0,0,0.9,68.1,0,2.7,6.31,0.1,0.0,1.0,0.0,0.1,0.0,0.0,0,0.9,0.3,0.4,1.4,0.3,0.6,1.4,10.3,68.1,0.1,0.1,0.0
Sergi Enrich,LaLiga,Eibar,es,29,Forward,181,77,8,3,686,0,0,1,0,0.5,72.2,0,3.7,6.29,0.6,0.2,1.9,0.1,0.5,0.8,0.1,0,0.5,0.2,0.3,0.9,0.3,1.5,1.6,17.0,72.2,0.0,0.4,0.1
Charles,LaLiga,Eibar,br,35,Forward,179,76,6,8,573,2,0,3,0,0.6,62.8,0,2.3,6.29,0.1,0.0,1.3,0.0,0.2,0.3,0.0,0,0.6,0.4,0.1,0.8,0.3,0.4,0.9,11.1,62.8,0.1,0.1,0.0
Sergio Álvarez,LaLiga,Eibar,es,27,Defender,183,74,5,2,431,0,0,4,0,0.1,67.6,0,1.3,6.12,1.0,1.0,1.1,0.7,1.4,0.9,0.0,0,0.1,0.0,0.1,0.9,0.0,0.0,0.3,24.7,67.6,0.0,2.7,0.0
